Tarih;Saat;Toplam;Benzin;LPG;FuelOil;Hibrit;Motorin;Elektrik;Yenilenebilir;EndustriyelYakýt;CNG;ÝthalDizel;Biyoyakit;YurtDisiYakýt;"AtikYagYakiti
AtikYagYakiti"
01.01.2023;00:00;28816,55;3949,91;4606,97;5453,69;970,45;9175,7;1092,41;0;65,5;1291,48;379,5;961,25;725,43;71,4
01.01.2023;01:00;27589,25;3466,92;3877,84;5470,05;922,68;9171,23;1115,61;0;65;1294,89;384,02;960,31;718,64;71,41
01.01.2023;02:00;26328,82;2975,03;2871,59;5536,07;859,02;9179,17;1179,2;0;65,1;1300,19;390,69;972,19;856,02;71,69
01.01.2023;03:00;25224,4;2961,44;1795,41;5674,8;762,43;8988,99;1298;0;65,6;1302,1;384,23;975,04;870,42;73,08
01.01.2023;04:00;24636,46;2625,46;1410,1;5728,2;634,6;8951,34;1422,68;0;65,8;1304,29;397,28;981,36;968,22;74,27
01.01.2023;05:00;24376,01;2278,67;1332,73;5758,55;670,77;8976,04;1551,95;0;66,2;1306,7;402;975,16;913,1;71,28
01.01.2023;06:00;24487,64;2500,42;1374,2;5720,85;640,17;8722,9;1700,02;1,33;65,5;1303,72;356,6;965,42;990,49;73,16
01.01.2023;07:00;24852,58;2591,6;1565,82;5737,57;675,98;8682,04;1775,39;17,52;64,8;1305,4;407,27;961,23;922,1;73
01.01.2023;08:00;23966,99;2265,9;1729,17;5483,09;756,85;7946,93;1841,58;115,09;64;1309,08;404,87;952,41;950,49;74,67
01.01.2023;09:00;23722,68;2084,09;1721,47;5475,14;970,46;7553,25;1795,87;341,8;65,4;1304,47;410,02;947,82;907,19;75,05
01.01.2023;10:00;23721,65;2335,51;2107,53;5545,15;901,27;7030,04;1552,57;519,55;66;1294,54;407,56;954,4;862,75;74,13
01.01.2023;11:00;23874,69;1985,87;2452,25;5568,93;830,86;7327,44;1351,6;665,72;64,9;1279,19;407,94;941,81;849,24;76,08
01.01.2023;12:00;23981,35;2017,77;2691,88;5419,94;789,25;7634,28;1152,6;750;64,8;1266,99;406,56;939,22;698,42;76,78
01.01.2023;13:00;24215,5;2016,61;2891,57;5340,58;763,59;7602,56;1118,51;895,17;64,9;1263,79;417,38;946,98;747,7;75,51
01.01.2023;14:00;24713,14;2166,02;3234,26;5382,86;875,39;7144,62;1146,78;983,79;65;1248,57;409,98;950,64;957,25;77,33
01.01.2023;15:00;25915,21;2455,56;3480,97;5426,69;887,15;7975,91;1133,03;838,14;65,3;1236,63;416,16;945,58;913;70,44
01.01.2023;16:00;28653,88;4151,17;3750,6;5367,39;1057,73;9058,96;1230,03;351,13;65,2;1222,97;416,66;957,63;884,31;69,45
01.01.2023;17:00;31841,07;6475,6;4576,75;5344,35;1070,95;9245,02;1422,94;24,46;64,3;1235,22;406,02;955,8;876,48;72,53
01.01.2023;18:00;34230,39;7279,88;5852,77;5381,15;1161,81;9251,54;1619,15;0;64,5;1267,79;399,52;971,77;837,67;72,19
01.01.2023;19:00;34357,82;6960,95;6093,88;5391,14;1141,1;9192,15;1767,04;0;64,3;1281,65;411,25;971,65;939,57;72,49
01.01.2023;20:00;33747,14;6898,28;5560,4;5414,03;1120,27;9253,32;1782,65;0;64,3;1293,97;406,64;974,61;835,9;72,12
01.01.2023;21:00;32941,56;6857,96;4627,72;5527,16;1153,35;9055,85;1942,49;0;64,5;1293,86;409,54;980,63;883,6;74,25
01.01.2023;22:00;32108,28;5837,73;4902,55;5592,54;1097,07;8963,5;1945,75;0;64,5;1300,54;411,66;965,83;883,06;70,69
01.01.2023;23:00;30720,64;4258,23;5092,64;5586,14;1113,58;9128,98;1808,37;0;64,4;1288,32;410,72;942,05;881,61;74,95
02.01.2023;00:00;29179,53;3574,99;4462,7;5671,29;839,22;9205,3;1692,31;0;64,4;1302,8;399,33;956,5;867,33;72,71
02.01.2023;01:00;27668,48;3492;3240,86;5582,38;814,94;9226,64;1481,85;0;65,2;1307,74;391,41;953;966;73,6
02.01.2023;02:00;26649,5;3547,65;2395,11;5579,1;725,05;9197,86;1385,74;0;63,9;1298,31;390,74;959,29;959,04;74,85
02.01.2023;03:00;26206,26;3792,3;1653,62;5676,09;669,73;9250,47;1330,37;0;64,5;1303,94;407,22;964,3;949,47;71,39
02.01.2023;04:00;26147,14;3864,05;1442,57;5693,42;804,15;9255,23;1226,24;0;64,3;1310,68;403,95;967,72;970,6;71,37
02.01.2023;05:00;26552,36;3977,13;1671,17;5714,01;869,65;9259,19;1228,73;0;63,7;1312,22;399,87;948,52;963,01;72,3
02.01.2023;06:00;27948,85;5641,21;1383,74;5702,62;743,47;9473,76;1236,03;1,63;64,5;1311,53;404,72;948,49;895,93;70,57
02.01.2023;07:00;31482,59;9503,59;987,64;5701,78;604,61;9677,05;1179,87;19,1;64,2;1307,81;416,29;951,74;929,19;69,07
02.01.2023;08:00;36668,39;11536,1;3805,76;5633,33;864,41;9813,74;1143,61;109,33;64,7;1315,53;406,27;926,44;909,74;70,99
02.01.2023;09:00;38537,32;12137,3;4564,58;5716,72;1026,92;9873,6;1145,31;336,34;65,5;1315,81;398,69;935,08;880,22;72,81
02.01.2023;10:00;38163,38;12270,78;3794,75;5708,4;1114,36;9980,05;1077,46;510,98;66,4;1304,11;400,8;932,44;861,32;70,88
02.01.2023;11:00;37513,87;12010,63;3268,3;5719,76;1128,37;10061,63;961,55;682,77;65;1283,63;406,97;931,93;847,85;74,83
02.01.2023;12:00;35111,73;11465,22;1566,48;5676,37;929,28;10082,24;841,94;823,87;65,4;1276,21;406,23;927,94;905,44;74,46
02.01.2023;13:00;35022,72;11769,17;1140,64;5678,38;943,68;10067,25;774,21;1013,01;65,1;1257,83;404,12;901,02;866,38;71,28
02.01.2023;14:00;36122,95;12689,02;1397,78;5628,27;947,5;10065,77;748,59;1007,2;64,7;1246,38;398,02;894,16;893,75;71,16
02.01.2023;15:00;36992,26;13448,7;1638,27;5579,83;975,24;10085,35;736,77;861,42;64,3;1245,8;399,08;929,61;886,18;71,06
02.01.2023;16:00;39044,02;14248,02;3272,33;5587,93;1008,18;10086,72;771,11;370,2;63,6;1232,91;401,25;932,51;929,58;71,24
02.01.2023;17:00;41390,51;14357,05;5634,65;5684,43;1039,73;10081,47;887,72;27,78;64,6;1246,25;398,26;961,18;872,58;66,37
02.01.2023;18:00;41517,09;13891,97;6152,82;5695,8;1074,08;10062,46;968,94;0;65,1;1265,21;394,79;942,14;864,35;68,78
02.01.2023;19:00;40328;13961,54;4658,71;5747,14;1132,06;10075,51;1033,81;0;65,3;1281,46;411,36;934,3;885,51;70,65
02.01.2023;20:00;39449,39;13735,83;3947,07;5755,73;1178;10039,92;1067,72;0;65,2;1298,01;425,1;939,32;857,88;68,96
02.01.2023;21:00;38465,04;12793,22;4035,24;5715,38;1064,75;10006,13;1105,8;0;64,1;1294,19;391,85;938,41;911,56;73,76
02.01.2023;22:00;37397,31;10673,06;5117,92;5687,39;952,23;10067,96;1145,76;0;65;1301,65;397,54;921,76;923,29;75,31
02.01.2023;23:00;35686,53;9366,94;4807,91;5704,1;837,37;10080,71;1190,79;0;65;1305,32;384,02;925,24;872,74;75,74
03.01.2023;00:00;33286,07;7915,23;4009,81;5696,54;718,43;10086,68;1164,82;0;64,6;1299,91;390,37;906,51;887,61;74,91
03.01.2023;01:00;31777,62;8064,12;2626,87;5568,46;616,51;10063,34;1085,18;0;65,6;1305,03;384;920,53;937,74;71,8
03.01.2023;02:00;30707,48;7812,03;1747,63;5611,27;599,21;10076,22;1127,06;0;65;1303,06;386,53;908,95;927,05;72,82
03.01.2023;03:00;29930,27;7538,8;1167,7;5621,34;562,79;10082,41;1230,12;0;64,6;1312,37;395,66;915,2;903,3;65,33
03.01.2023;04:00;29916,48;7602,36;984,63;5587,08;553,54;10081,48;1383,13;0;64,3;1313,08;380,85;941,45;883,05;70,88
03.01.2023;05:00;30209,85;8026;767,64;5535,05;565,44;10080,41;1522,72;0;64,6;1307,18;382,47;939,74;881,9;66,05
03.01.2023;06:00;31508,23;9117,41;745,73;5565,15;646,26;10082,27;1628,24;1,75;64,7;1319,64;386;940,93;867,05;72,45
03.01.2023;07:00;34169,15;11596,9;891,63;5560,79;650,42;10050,43;1702,23;19,68;64,8;1314,16;383,35;933,24;858,76;72,11
03.01.2023;08:00;38799,96;14701,18;2191,38;5481,3;819,31;10064,88;1784,39;111,45;65,2;1309,84;387,66;927,81;815,69;69,22
03.01.2023;09:00;39213,43;14455,68;2645,73;5543,25;914,37;9994,64;1867,08;343,8;64,6;1311,69;381,75;920,86;633,92;72,03
03.01.2023;10:00;39100,87;15221,9;1756,86;5480,72;954,44;9993,96;1839,49;518,07;65,2;1304,5;379,97;884,35;568,74;68,62
03.01.2023;11:00;38136,12;14016,23;2002,74;5434,29;987,88;10006,12;1786,13;617,23;66,4;1293,09;373,34;878,97;539,25;68,21
03.01.2023;12:00;35682,94;11891,58;1647,66;5433,56;987,21;10007,61;1612,52;701,55;64,9;1277,25;386,81;898,18;630,9;70,35
03.01.2023;13:00;35761,44;11877,11;1728,48;5383,17;943;10001,62;1523,09;797,87;65,3;1267,62;390,73;882,74;726,61;72,54
03.01.2023;14:00;36748,16;12812,73;1881,82;5247,46;972,63;10008,55;1419,44;980,21;64,9;1260,66;381,79;895,8;632,51;72,64
03.01.2023;15:00;37548,81;13568,17;1952,85;5245,85;1028,23;10007,13;1338,36;846,07;59,8;1251,16;388,62;903,72;758,88;69,71
03.01.2023;16:00;39419,15;14832,64;2676,42;5295,62;1069,88;10017,78;1332,59;366,13;58,4;1251,26;386,8;908,66;1012,86;71,01
03.01.2023;17:00;41659,39;15620,01;4283,8;5426,93;1201,23;10010,22;1358,86;29,92;59,7;1264,82;384,98;916,73;893,41;69,68
03.01.2023;18:00;42141,11;15188,77;5285,04;5501,44;1229,54;10017,4;1390,59;0;60,7;1266,74;364,47;907,87;720,05;67,19
03.01.2023;19:00;41119,76;14818,9;4749,61;5521,44;1085,2;10013,99;1398,93;0;60,9;1275,95;373,51;915,48;694,68;67,65
03.01.2023;20:00;40245,24;14382,12;4240,32;5550,61;1051,85;10009,72;1355,8;0;61,5;1285,11;376,86;918,18;801,96;72,11
03.01.2023;21:00;39179,65;13266,7;4218,31;5558,92;1064,71;10010,88;1365,56;0;61,1;1289,74;365,74;923,74;839,4;73,54
03.01.2023;22:00;38138,59;11388,77;5218,28;5496,7;1069,85;10019,97;1265,96;0;60,5;1286,4;368,78;918,44;833,06;72,78
03.01.2023;23:00;36295,78;10094,39;4892,67;5465,44;972,85;10007,89;1102,96;0;61,4;1276,66;379,94;911,85;919,73;70,9
04.01.2023;00:00;33980,79;9378,95;3810,74;5486,39;795,75;9739,79;1010,47;0;61,7;1291,82;387,17;903,38;901,1;71,96
04.01.2023;01:00;32287,89;8434,31;3172,47;5482,36;793,36;9457,19;941,28;0;61,3;1302,88;376,95;927,35;1130,59;68,75
04.01.2023;02:00;31057,95;8559,85;1873,19;5505,31;786,9;9436,43;877,91;0;62,2;1297,18;374,72;925,08;1146,73;71,14
04.01.2023;03:00;30595,92;8240,29;1700,74;5494,85;780,95;9442,11;898,19;0;62,6;1296,44;374,26;935,83;1153,7;72,44
04.01.2023;04:00;30257,23;8846,07;789,6;5459,91;722,67;9443,74;910,85;0;63,8;1296,01;373,45;944,67;1194,94;68
04.01.2023;05:00;30585,06;9004,64;965,73;5344,15;768,03;9446,39;989,06;0;66,3;1293,44;380,88;954,71;1160,81;65,2
04.01.2023;06:00;31986,31;10195,19;1051,63;5307,24;699,18;9444,58;1194,79;1,72;65,2;1299,12;383,19;958,43;1174,26;68,26
04.01.2023;07:00;35077,79;12815,29;1530,84;5212,86;635,91;9431,95;1387,57;18,03;66,2;1304,7;382,11;954,22;1132,34;66,67
04.01.2023;08:00;39089,97;15032,54;3081,47;5108,29;795,77;9425,98;1545,53;105,55;63;1297,89;382,04;942,42;1098,97;69,21
04.01.2023;09:00;40408,48;15320,77;3661,62;5187,83;835,43;9434,16;1704,7;336,99;64,8;1299,55;370,18;950,66;1031,37;69,11
04.01.2023;10:00;39461,99;15187,84;2852,27;5139,8;901,16;9419,55;1527,9;505,23;64,9;1289,71;366,29;940,03;1056,31;69,69
04.01.2023;11:00;38710,91;15121,59;2247,24;4928,54;923,23;9442,74;1323,76;620,1;64,1;1286,43;377,99;946,97;1219,6;69,52
04.01.2023;12:00;36405,13;13929,31;1222,28;5053,69;912,56;9457,62;1391,56;677,23;63,9;1279,02;348,43;943,88;912,05;74,5
04.01.2023;13:00;36673,12;14042,39;1257,33;4993,24;985,55;9449,83;1609,69;667,45;64,9;1267,18;350,46;924,43;849,1;72,47
04.01.2023;14:00;37901,53;14359,58;1433,23;5048,54;1047,89;9509,84;1916,07;721,69;64,2;1250,92;365,89;945,37;1020,41;72,18
04.01.2023;15:00;38706,45;14324,27;1341,98;5149,79;984,11;9657,63;2600,57;790,54;64,2;1245,92;382,29;938,14;1015,6;70,15
04.01.2023;16:00;40706,6;14829,79;2336,66;5179,44;943,17;9652,25;3609,29;354,25;62,7;1242,84;377,31;936,52;968,75;70,12
04.01.2023;17:00;42762,41;14842,17;3733,04;5212,62;983,56;9640,47;4577,53;30,37;61,1;1248,69;380,86;944,48;893,06;68,74
04.01.2023;18:00;42784,39;13402,04;4228,13;5170,2;982,88;9652,38;5623,7;0;63;1260,21;384,95;938,93;863,56;68,69
04.01.2023;19:00;41569,84;12185,16;4094,72;5188,17;1013,19;9469,79;5919,17;0;62,9;1269,42;395,14;943,04;814,07;71,56
04.01.2023;20:00;40444,62;11733,95;3584,43;5126,82;1109,75;9422;5781,28;0;62,6;1286,17;374,74;950,45;798,35;70,57
04.01.2023;21:00;39224,79;10602,16;3479,48;5171,65;1104,39;9424,55;5635,62;0;63,3;1285,4;385,42;955,01;901,27;70,82
04.01.2023;22:00;38276,57;8310,56;4835,9;5301,21;1119,73;9407,92;5407,44;0;63,7;1287,43;369,45;968,56;989,5;71,66
04.01.2023;23:00;36520,61;6756,04;4846,16;5430,67;1094,28;9429,66;5133,4;0;68,7;1286,98;380,85;976,72;896,47;68,34
05.01.2023;00:00;34149,67;5888,07;3842,27;5404,13;852,08;9447,72;4809,56;0;68,7;1287,4;381,05;973,53;968,11;68,09
05.01.2023;01:00;32462,08;6005,26;2466,11;5465,06;703,15;9265,78;4369,83;0;68;1287,64;381,38;968,97;1257,47;68,88
05.01.2023;02:00;31208,32;5942,42;1852,38;5482,31;610,24;9099,28;4107,73;0;68,8;1285,95;392,98;972,43;1166,18;70,86
05.01.2023;03:00;30832,99;6112,58;1441,62;5490,04;621,01;9269,62;3810,86;0;67,9;1289,87;386,79;970,87;1137,47;75,39
05.01.2023;04:00;30537,77;6625,42;842,26;5451,05;588,99;9436,05;3423,33;0;67,5;1288,68;346,41;952,65;1288,03;72,56
05.01.2023;05:00;30937,74;7343,21;690,2;5448,26;651,48;9442,75;3155,5;0;68,5;1288,73;381,62;949,13;1286,65;74,95
05.01.2023;06:00;32325,4;9182;691,07;5456,09;657,25;9440,13;2755,59;1,5;67,9;1295,41;372,34;925,02;1248,84;75,5
05.01.2023;07:00;35198,3;12051,55;1209,36;5459,72;678,06;9420,95;2330,13;18,35;68,2;1294,15;379,15;926,93;1134,72;70,27
05.01.2023;08:00;39330,43;15437,94;2234,02;5406,87;857,78;9415,02;1931,8;102,19;69;1290,38;382,6;897,56;1078,62;69,89
05.01.2023;09:00;40755,05;16300,28;2796,55;5443,83;949,17;9422,85;1701,62;294,87;70,6;1287,16;371,33;893,55;1000,18;70,72
05.01.2023;10:00;39919,63;15980,24;2402,37;5409,15;1038,18;9273,76;1462,5;486,94;70;1293,59;372,46;900,4;1001,22;72,06
05.01.2023;11:00;38926,6;15971,13;2218,77;5327,16;977,49;8846,28;1140,69;521,75;70,3;1279,18;373,4;898,19;1077,21;68,29
05.01.2023;12:00;35656,34;14326,78;1437,08;5390,22;920,72;8845,73;905,87;698,89;69,1;1268,81;381,71;911,39;272,25;71,03
05.01.2023;13:00;36504,35;14425,18;1394,58;5456,41;885,37;8852,77;889,25;690,32;68,1;1254,95;373,96;915,97;1071,77;71,17
05.01.2023;14:00;37558,6;14719,31;1709,45;5519,32;956,02;8924,52;898,6;812,79;67,7;1251,87;375,06;917,21;1180,33;69,66
05.01.2023;15:00;38079,53;15379,96;1736,45;5469,29;894,5;9042,77;959,05;566,88;68;1245,59;384,69;898,17;1211,98;69,85
05.01.2023;16:00;39776,89;16336,72;2809,37;5382,69;937,08;9049,2;1031,38;229,34;68,2;1239,23;387,91;926,71;1157,12;67,38
05.01.2023;17:00;41886,49;16843,31;4399,2;5436,55;1080,23;9063,35;1149,3;23,57;67,5;1242,05;379,7;949,08;1033,27;69,24
05.01.2023;18:00;42354,18;16425,93;5271,58;5334,98;1039,54;9044,33;1333,02;0;68,4;1249,25;393,52;951,04;1019,2;71,04
05.01.2023;19:00;41154,56;16200,89;4356,45;5245,95;1070,32;8803,02;1588,25;0;68,8;1258,84;401,53;950,31;993,22;64,63
05.01.2023;20:00;40419,73;15587,76;3801,93;5164,19;1117,57;8972,26;1897,73;0;68,6;1265,58;403,61;949,71;973,98;64,46
05.01.2023;21:00;39309,13;14073,13;3683,19;5341,25;1128,41;8964,88;2248,27;0;69,3;1272,54;383,47;933,8;986,78;67,35
05.01.2023;22:00;38245,42;11664,93;4949,48;5406,34;985,79;8989,65;2466,28;0;68,5;1277,83;362,91;950,27;902,25;64,43
05.01.2023;23:00;36418,35;9772,47;4802,32;5430,04;800,49;9046,16;2723,71;0;68,4;1277,21;342,13;929,38;1008,92;60,36
06.01.2023;00:00;34010,22;7736,12;3868,04;5447,62;716,09;9360,19;2904,67;0;67,8;1280,59;357,72;963,35;1068,43;69,59
06.01.2023;01:00;32444,69;7415,98;2415,24;5458,24;642,6;9442,87;3078,38;0;67,4;1290,26;375,95;951,65;1074,47;72,68
06.01.2023;02:00;31454,19;6935,47;1883,85;5443,83;641,64;9459,9;3035,94;0;67,3;1289,57;376,43;958,6;1126,82;71,45
06.01.2023;03:00;30564,02;7082,02;882,27;5443,9;588,32;9441,48;3060,83;0;66,3;1284,65;381,3;964,61;1133,58;69,16
06.01.2023;04:00;30435,1;7477,94;480,94;5409,85;548,44;9449,37;2959,53;0;66,4;1289,86;378,6;958,3;1179,23;71,05
06.01.2023;05:00;30675,9;7953,21;534,71;5399,52;537,17;9449,78;2736,62;0;67,4;1290,26;375,32;949,75;1147,25;71,52
06.01.2023;06:00;32075,87;9421,31;545,79;5403,8;638,23;9453,53;2412,71;1,65;67,5;1286,16;388,3;948,9;1270,75;73,85
06.01.2023;07:00;34806,58;11688,28;1223,52;5424,1;753,2;9450,22;2098,69;17,48;67,7;1288,17;384,64;944,71;1227,2;75,28
06.01.2023;08:00;39142,59;15303,08;1939,33;5384,04;943,35;9460;1943,59;141,85;67,8;1291,26;391,81;910,77;1130,08;72,24
06.01.2023;09:00;40816,72;15475,41;3118,46;5301,28;994,24;9447,16;1803,65;617,77;69,8;1291,81;393,4;923,44;1153,87;69,67
06.01.2023;10:00;40225,7;15595,43;2289,32;5235,29;971,66;9439,73;1599,07;966,15;70;1280,96;380,34;898,18;1272,44;68,16
06.01.2023;11:00;39839,1;15697,96;1910,61;5286,21;943,55;9446,96;1381,03;990,86;68,8;1288,22;376,65;895,58;1316,56;70,51
06.01.2023;12:00;37356,41;13462,77;1870,29;5381,64;857,76;9442,09;1339,96;1021,37;68,5;1273,16;377,35;913,98;1113,65;70,5
06.01.2023;13:00;36711,12;13338,41;1171,02;5403,5;859,24;9466,64;1317,53;984,27;68,5;1273,42;378,92;927,64;1289,25;71,6
06.01.2023;14:00;38632,79;15403,36;1489,96;5400,06;929,15;9161,36;1263,6;816,29;68,3;1253,14;380,9;943,22;1288,01;72,05
06.01.2023;15:00;39561,51;16169,67;1620,4;5455,87;880,41;9485,47;1164,18;725,91;66,9;1249,19;371,39;908,37;1231,44;71,13
06.01.2023;16:00;40571,68;16244,96;2831,32;5552,62;1021,31;9476,2;1062,91;314,91;67,3;1246,64;374,9;920,63;1223,4;73,4
06.01.2023;17:00;42036,34;16659,23;4161,59;5566;1109,32;9483,43;1082,01;31,8;67,2;1256,51;379,24;930,49;1082,07;70,69
06.01.2023;18:00;41887,93;16222,94;4371,03;5508,78;1126,38;9474,92;1230,83;0;67,5;1274,92;380,05;932,95;1059,24;77,21
06.01.2023;19:00;40652,69;15474,4;4040,84;5484,79;1025,57;9480,2;1232,9;0;67,1;1283,5;390,26;947,16;988,27;76,52
06.01.2023;20:00;39954,78;14869,21;3688,66;5605,4;1006,29;9474,78;1352,51;0;67,6;1285,91;394,89;968,75;1001,18;78,42
06.01.2023;21:00;38655,09;13332,83;3603,51;5612,54;994,84;9475,62;1693,44;0;67,3;1290,72;390,13;961,3;988,42;81,05
06.01.2023;22:00;37709,42;10666,52;5201,01;5593,36;939,58;9455,66;1851,42;0;68,4;1297,28;404,45;928,03;1068,53;76,21
06.01.2023;23:00;36531,36;9964,56;4618,96;5632,58;902,94;9478,08;1990,51;0;68,3;1295,34;394,07;923,97;1023,87;79,21
07.01.2023;00:00;34346,45;9277,5;3516,53;5437,23;807,52;9472,66;2021,56;0;69,4;1301,34;399,59;886,67;920,43;79,26
07.01.2023;01:00;32600,55;8473,38;2568,5;5453,76;712,69;9463,37;2118,6;0;69,1;1303,85;379,72;888,39;944,43;79,04
07.01.2023;02:00;31408,18;8136,05;1838,36;5322,91;692,1;9474,4;2108,73;0;68,4;1303,49;397,87;911,98;921,56;77,78
07.01.2023;03:00;30572,58;8205,83;1092,47;5287,83;655,66;9479,11;2033,8;0;69;1308,46;384,18;920,91;899,8;78,77
07.01.2023;04:00;30210,61;8036,09;799,02;5298,49;707,8;9472,08;2087,27;0;69,2;1303,45;387,2;907,53;905,79;77,72
07.01.2023;05:00;30444,96;8427,35;731,91;5285,92;614,75;9468,55;2058,14;0;68,5;1304,2;381,16;922,41;950,23;75,08
07.01.2023;06:00;30818,1;8761,64;889,74;5237,32;715,91;9469,6;1895,3;0,63;68,6;1308,58;369,36;928,32;946,39;74,37
07.01.2023;07:00;32332,3;10152,31;1196;5309,2;721,4;9476,74;1656,19;11,76;69,5;1317,44;370,31;930,23;887,11;72,93
07.01.2023;08:00;34792,74;12212,07;1603,39;5310,89;788,65;9474,82;1489,03;58,24;68,9;1308,4;376,58;935;933,71;80,72
07.01.2023;09:00;36833,45;12412,27;3319,79;5309,2;959,97;9477,67;1375,51;196,07;69,6;1305,55;369;938,34;886,79;70,18
07.01.2023;10:00;37038,48;12173,63;3762,04;5295,62;937,53;9435,28;1155,08;465,81;69,7;1301,46;378,54;933,98;904,01;71,25
07.01.2023;11:00;36771,48;12129,02;3655,03;5401,99;884,78;9250,71;934,81;670,95;68,8;1294,31;384,36;932,68;940,99;70,71
07.01.2023;12:00;35307,04;11991,38;2669,14;5444,62;896,94;9161,59;816,5;571,86;68,5;1278,98;388,36;936,48;855,34;72,8
07.01.2023;13:00;34982,89;11482,89;2996,06;5325,02;879,54;9258,92;810,79;498,08;68,3;1263,95;380,42;928;866,49;72,09
07.01.2023;14:00;35066,89;11086,34;3283,55;5384,34;944,68;9463,52;805,81;408,89;67,1;1268,37;387,12;943,15;798,46;73,22
07.01.2023;15:00;35215,02;11160,61;2878,34;5511,46;923,88;9474,09;884,13;667,15;67,1;1248,27;386,44;936,8;850,18;72,02
07.01.2023;16:00;36117,26;11784,87;3368,26;5385,97;962,19;9468,52;916,92;390,53;67,2;1243,94;396;932,42;974,04;74,06
07.01.2023;17:00;38206,48;12773,24;4957,53;5301,76;980,15;9461,87;987,23;38,15;67,5;1259,92;393,72;929,37;833,95;71,96
07.01.2023;18:00;39807,9;12497,52;6734,95;5340,18;1061,78;9463,68;1176,76;0,18;67,7;1278,19;385,4;942,02;640,33;71,29
07.01.2023;19:00;39011,06;12248,48;5935,54;5407,37;1033,19;9468,56;1311,41;0;68,3;1288,78;390,52;962,44;667,22;72,49
07.01.2023;20:00;38298,85;12160,61;5087,89;5419,57;1102,48;9453,71;1442,17;0;68,9;1292,39;397,42;968,32;677,55;71,08
07.01.2023;21:00;37315,03;11981,55;4366,7;5415,73;1027,04;9465,8;1422,55;0;68,5;1299,09;393,91;977,36;675,75;66,5
07.01.2023;22:00;36576,14;10282,69;5210,56;5443,88;994,1;9456,18;1372,66;0;69,5;1306,78;387,77;978,96;846,09;68
07.01.2023;23:00;34908,72;8488,96;5525,68;5377,16;1036,01;9449,96;1233,27;0;69,3;1276,5;398,36;976,39;850,84;67,32
08.01.2023;00:00;32673,4;8179,46;4012,85;5211,77;888,94;9377,69;1170,33;0;68,5;1295,3;408,66;959,71;876,84;73,21
08.01.2023;01:00;30883,77;7385,8;3124,85;5168,78;801,73;9376,74;1113,3;0;68,8;1303,05;394,08;972,62;950,79;75,3
08.01.2023;02:00;29435,64;7136,51;2065,14;5120,81;823,47;9400,01;1008,56;0;68,7;1309,02;400,67;959,89;915,34;75,17
08.01.2023;03:00;28596,84;6426,03;1918,12;5181,28;788,23;9389,57;983,81;0;67,9;1314,33;402,21;959,08;939,45;76,69
08.01.2023;04:00;28205,02;6697,89;1513,6;5073,01;728,86;9214,83;966,51;0;68,5;1316,42;394,83;963,66;1040,93;75,84
08.01.2023;05:00;28246,62;7159,29;1485,68;4956,95;709,35;9058,51;953,29;0;68,8;1314,34;401,59;967,15;940,57;80,96
08.01.2023;06:00;28391,62;7300,22;1431,47;5066,91;751,15;9013,55;994,58;2;68,8;1312,22;391,14;952,56;882,55;76,54
08.01.2023;07:00;28776,22;7230,55;1628,82;5099,32;797,34;8994,29;1138,1;14,24;68,1;1314,79;400,82;964,65;889,06;81,59
08.01.2023;08:00;28818,93;7087,43;1436,43;5079,83;925,99;8995,39;1317,36;79,98;68,3;1316,72;410;967,8;900,94;82,62
08.01.2023;09:00;29284,73;7198,22;1583,71;5050,94;956,76;8978,21;1418,66;244,34;68;1312,02;389,58;966,7;886,16;81,29
08.01.2023;10:00;29847,79;7342,02;1789,83;5013,35;918,47;9173,61;1333,5;358,26;68,3;1303,69;388,05;958,41;970,27;79,89
08.01.2023;11:00;30101,97;6609,98;2639,64;5031,36;961,06;9331,54;1197,22;418,87;67,4;1298,87;380,22;945,84;981,41;84,31
08.01.2023;12:00;29829,71;5347,47;3659,99;5069,62;994,9;9385,57;1132,89;460;66,8;1288,14;371,24;955,84;862,85;84,26
08.01.2023;13:00;29935,88;5025,26;4290,76;5099,89;1020,96;9379,55;1083,38;394,79;67,5;1279,09;383,14;977,12;702,25;82,05
08.01.2023;14:00;30066,63;5523,92;4234,32;4815,51;944,18;9386,74;1061,63;330,74;67,4;1262,94;386,28;977,75;840,14;82,74
08.01.2023;15:00;30747,54;6186,89;4279,53;4809,87;957,77;9403,48;1160,76;241,07;66,7;1261,9;406,13;978,91;765,37;79,02
08.01.2023;16:00;32217,89;8246,6;3610,86;4837,67;919,82;9418,26;1307,33;104,99;66,8;1260,24;394,78;960,52;857,01;82,87
08.01.2023;17:00;34747,41;9790,02;4248,95;4915,41;931,63;9406,6;1645,48;11,52;67,2;1265,17;392,12;961,82;881,97;86,01
08.01.2023;18:00;37095,03;9953,18;5991,45;4881,36;963,18;9419,23;2119,83;0;68,3;1287,69;394,88;963,05;822,82;84,34
08.01.2023;19:00;36830,5;9578,27;5878,47;4805,35;1011,23;9418,91;2393,19;0;68,7;1296,71;400,32;942,59;807,81;81,02
08.01.2023;20:00;36476,2;9656,16;5260,19;4925,83;1109,54;9390,86;2368,29;0;68,6;1303,84;383,28;953,09;821,7;82,47
08.01.2023;21:00;35694,67;9965,36;4280,3;4954,05;968,22;9401,89;2317,72;0;68,6;1307,97;393,92;971,26;836,71;82,95
